Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,src_Name,src_IATA,src_City,src_Country,src_Latitude,src_Longitude,dest_Name,dest_IATA,dest_City,dest_Country,dest_Latitude,dest_Longitude
2P,897,GES,2402,MNL,2397,Y,0,320,General Santos International Airport,GES,Romblon,Philippines,6.058000087740001,125.096000671,Ninoy Aquino International Airport,MNL,Manila,Philippines,14.5086,121.019997
2P,897,MNL,2397,GES,2402,Y,0,320,Ninoy Aquino International Airport,MNL,Manila,Philippines,14.5086,121.019997,General Santos International Airport,GES,Romblon,Philippines,6.058000087740001,125.096000671
4M,3201,DFW,3670,EZE,3988,Y,0,777,Dallas Fort Worth International Airport,DFW,Dallas-Fort Worth,United States,32.896801,-97.038002,Ministro Pistarini International Airport,EZE,Buenos Aires,Argentina,-34.8222,-58.5358
4M,3201,EZE,3988,DFW,3670,Y,0,777,Ministro Pistarini International Airport,EZE,Buenos Aires,Argentina,-34.8222,-58.5358,Dallas Fort Worth International Airport,DFW,Dallas-Fort Worth,United States,32.896801,-97.038002
4M,3201,EZE,3988,JFK,3797,Y,0,777,Ministro Pistarini International Airport,EZE,Buenos Aires,Argentina,-34.8222,-58.5358,John F Kennedy International Airport,JFK,New York,United States,40.63980103,-73.77890015
4M,3201,JFK,3797,EZE,3988,Y,0,777,John F Kennedy International Airport,JFK,New York,United States,40.63980103,-73.77890015,Ministro Pistarini International Airport,EZE,Buenos Aires,Argentina,-34.8222,-58.5358
5N,503,ARH,4362,CSH,6110,Y,0,AN4,Talagi Airport,ARH,Arkhangelsk,Russia,64.60030364990234,40.71670150756836,Solovki Airport,CSH,Solovetsky Islands,Russia,65.0299987793,35.7333335876
5N,503,ARH,4362,MMK,2949,Y,0,AN4,Talagi Airport,ARH,Arkhangelsk,Russia,64.60030364990234,40.71670150756836,Murmansk Airport,MMK,Murmansk,Russia,68.78170013427734,32.75080108642578
5N,503,ARH,4362,USK,4369,Y,0,AN4,Talagi Airport,ARH,Arkhangelsk,Russia,64.60030364990234,40.71670150756836,Usinsk Airport,USK,Usinsk,Russia,66.00469970703125,57.3671989440918
5N,503,CSH,6110,ARH,4362,Y,0,AN4,Solovki Airport,CSH,Solovetsky Islands,Russia,65.0299987793,35.7333335876,Talagi Airport,ARH,Arkhangelsk,Russia,64.60030364990234,40.71670150756836
5N,503,MMK,2949,ARH,4362,Y,0,AN4,Murmansk Airport,MMK,Murmansk,Russia,68.78170013427734,32.75080108642578,Talagi Airport,ARH,Arkhangelsk,Russia,64.60030364990234,40.71670150756836
5N,503,MMK,2949,TOS,663,Y,0,AN4,Murmansk Airport,MMK,Murmansk,Russia,68.78170013427734,32.75080108642578,"Tromsø Airport,",TOS,Tromso,Norway,69.68329620361328,18.91889953613281
5N,503,TOS,663,MMK,2949,Y,0,AN4,"Tromsø Airport,",TOS,Tromso,Norway,69.68329620361328,18.91889953613281,Murmansk Airport,MMK,Murmansk,Russia,68.78170013427734,32.75080108642578
5N,503,USK,4369,ARH,4362,Y,0,AN4,Usinsk Airport,USK,Usinsk,Russia,66.00469970703125,57.3671989440918,Talagi Airport,ARH,Arkhangelsk,Russia,64.60030364990234,40.71670150756836
5T,1623,YBK,29,YCS,5487,Y,0,ATR,Baker Lake Airport,YBK,Baker Lake,Canada,64.29889678960001,-96.077796936,Chesterfield Inlet Airport,YCS,Chesterfield Inlet,Canada,63.346900939899996,-90.7311019897
5T,1623,YBK,29,YXN,5534,Y,0,ATR,Baker Lake Airport,YBK,Baker Lake,Canada,64.29889678960001,-96.077796936,Whale Cove Airport,YXN,Whale Cove,Canada,62.24000167849999,-92.5980987549
5T,1623,YCS,5487,YBK,29,Y,0,AT4,Chesterfield Inlet Airport,YCS,Chesterfield Inlet,Canada,63.346900939899996,-90.7311019897,Baker Lake Airport,YBK,Baker Lake,Canada,64.29889678960001,-96.077796936
5T,1623,YCS,5487,YRT,132,Y,0,ATR AT4,Chesterfield Inlet Airport,YCS,Chesterfield Inlet,Canada,63.346900939899996,-90.7311019897,Rankin Inlet Airport,YRT,Rankin Inlet,Canada,62.81140136720001,-92.1157989502
5T,1623,YEK,50,YXN,5534,Y,0,ATR AT4,Arviat Airport,YEK,Eskimo Point,Canada,61.0942001343,-94.0708007812,Whale Cove Airport,YXN,Whale Cove,Canada,62.24000167849999,-92.5980987549
5T,1623,YEK,50,YYQ,187,Y,0,ATR AT4,Arviat Airport,YEK,Eskimo Point,Canada,61.0942001343,-94.0708007812,Churchill Airport,YYQ,Churchill,Canada,58.73920059204102,-94.06500244140624
5T,1623,YRT,132,YBK,29,Y,0,AT4,Rankin Inlet Airport,YRT,Rankin Inlet,Canada,62.81140136720001,-92.1157989502,Baker Lake Airport,YBK,Baker Lake,Canada,64.29889678960001,-96.077796936
5T,1623,YRT,132,YCS,5487,Y,0,ATR AT4,Rankin Inlet Airport,YRT,Rankin Inlet,Canada,62.81140136720001,-92.1157989502,Chesterfield Inlet Airport,YCS,Chesterfield Inlet,Canada,63.346900939899996,-90.7311019897
5T,1623,YRT,132,YUT,147,Y,0,AT4,Rankin Inlet Airport,YRT,Rankin Inlet,Canada,62.81140136720001,-92.1157989502,Repulse Bay Airport,YUT,Repulse Bay,Canada,66.5214004517,-86.22470092770003
5T,1623,YRT,132,YYQ,187,Y,0,ATR FRJ AT4,Rankin Inlet Airport,YRT,Rankin Inlet,Canada,62.81140136720001,-92.1157989502,Churchill Airport,YYQ,Churchill,Canada,58.73920059204102,-94.06500244140624
5T,1623,YRT,132,YZS,41,Y,0,ATR AT4,Rankin Inlet Airport,YRT,Rankin Inlet,Canada,62.81140136720001,-92.1157989502,Coral Harbour Airport,YZS,Coral Harbour,Canada,64.1932983398,-83.3593978882
5T,1623,YTH,141,YYQ,187,Y,0,ATR,Thompson Airport,YTH,Thompson,Canada,55.80110168457031,-97.86419677734376,Churchill Airport,YYQ,Churchill,Canada,58.73920059204102,-94.06500244140624
5T,1623,YWG,160,YRT,132,Y,0,FRJ ATR,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,Canada,49.909999847399995,-97.2398986816,Rankin Inlet Airport,YRT,Rankin Inlet,Canada,62.81140136720001,-92.1157989502
5T,1623,YWG,160,YYQ,187,Y,0,FRJ,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,Canada,49.909999847399995,-97.2398986816,Churchill Airport,YYQ,Churchill,Canada,58.73920059204102,-94.06500244140624
5T,1623,YXN,5534,YRT,132,Y,0,ATR AT4,Whale Cove Airport,YXN,Whale Cove,Canada,62.24000167849999,-92.5980987549,Rankin Inlet Airport,YRT,Rankin Inlet,Canada,62.81140136720001,-92.1157989502
5T,1623,YYQ,187,YEK,50,Y,0,ATR,Churchill Airport,YYQ,Churchill,Canada,58.73920059204102,-94.06500244140624,Arviat Airport,YEK,Eskimo Point,Canada,61.0942001343,-94.0708007812
5T,1623,YYQ,187,YRT,132,Y,0,ATR AT4 FRJ,Churchill Airport,YYQ,Churchill,Canada,58.73920059204102,-94.06500244140624,Rankin Inlet Airport,YRT,Rankin Inlet,Canada,62.81140136720001,-92.1157989502
5T,1623,YYQ,187,YTH,141,Y,0,AT4,Churchill Airport,YYQ,Churchill,Canada,58.73920059204102,-94.06500244140624,Thompson Airport,YTH,Thompson,Canada,55.80110168457031,-97.86419677734376
5T,1623,YYQ,187,YWG,160,Y,0,ATR FRJ AT4,Churchill Airport,YYQ,Churchill,Canada,58.73920059204102,-94.06500244140624,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,Canada,49.909999847399995,-97.2398986816
5T,1623,YZS,41,YRT,132,Y,0,ATR,Coral Harbour Airport,YZS,Coral Harbour,Canada,64.1932983398,-83.3593978882,Rankin Inlet Airport,YRT,Rankin Inlet,Canada,62.81140136720001,-92.1157989502
5T,1623,YZS,41,YUT,147,Y,0,AT4,Coral Harbour Airport,YZS,Coral Harbour,Canada,64.1932983398,-83.3593978882,Repulse Bay Airport,YUT,Repulse Bay,Canada,66.5214004517,-86.22470092770003
7F,2354,YFB,55,YLC,5509,Y,0,DHT,Iqaluit Airport,YFB,Iqaluit,Canada,63.756402,-68.555801,Kimmirut Airport,YLC,Kimmirut,Canada,62.8499984741,-69.88330078119999
7F,2354,YLC,5509,YFB,55,Y,0,DHT,Kimmirut Airport,YLC,Kimmirut,Canada,62.8499984741,-69.88330078119999,Iqaluit Airport,YFB,Iqaluit,Canada,63.756402,-68.555801
7H,16726,ABL,7177,OTZ,3693,Y,0,CNC,Ambler Airport,ABL,Ambler,United States,67.1063,-157.856989,Ralph Wien Memorial Airport,OTZ,Kotzebue,United States,66.88469696,-162.598999
7H,16726,ABL,7177,SHG,7117,Y,0,CNC,Ambler Airport,ABL,Ambler,United States,67.1063,-157.856989,Shungnak Airport,SHG,Shungnak,United States,66.88809967041,-157.16200256348
7H,16726,AIN,7220,ATK,6714,Y,0,CNC,Wainwright Airport,AIN,Wainwright,United States,70.6380004883,-159.994995117,Atqasuk Edward Burnell Sr Memorial Airport,ATK,Atqasuk,United States,70.46730041503906,-157.43600463867188
7H,16726,AIN,7220,BRW,3571,Y,0,BE1 CNC,Wainwright Airport,AIN,Wainwright,United States,70.6380004883,-159.994995117,Wiley Post Will Rogers Memorial Airport,BRW,Barrow,United States,71.285402,-156.766008
7H,16726,ANI,5967,CHU,7091,Y,0,CNA,Aniak Airport,ANI,Aniak,United States,61.58160018920898,-159.54299926757812,Chuathbaluk Airport,CHU,Chuathbaluk,United States,61.579102,-159.216003
7H,16726,ANI,5967,HCR,5962,Y,0,CNC,Aniak Airport,ANI,Aniak,United States,61.58160018920898,-159.54299926757812,Holy Cross Airport,HCR,Holy Cross,United States,62.18830108642578,-159.77499389648438
7H,16726,ANI,5967,KLG,5964,Y,0,CNA CNC,Aniak Airport,ANI,Aniak,United States,61.58160018920898,-159.54299926757812,Kalskag Airport,KLG,Kalskag,United States,61.53630065917969,-160.34100341796875
7H,16726,ANI,5967,RSH,7098,Y,0,CNA,Aniak Airport,ANI,Aniak,United States,61.58160018920898,-159.54299926757812,Russian Mission Airport,RSH,Russian Mission,United States,61.7788848877,-161.319458008
7H,16726,ANI,5967,SHX,7090,Y,0,CNC,Aniak Airport,ANI,Aniak,United States,61.58160018920898,-159.54299926757812,Shageluk Airport,SHX,Shageluk,United States,62.6922988892,-159.569000244
7H,16726,ANV,6713,HCR,5962,Y,0,CNC,Anvik Airport,ANV,Anvik,United States,62.64670200000001,-160.190994,Holy Cross Airport,HCR,Holy Cross,United States,62.18830108642578,-159.77499389648438
7H,16726,ATK,6714,AIN,7220,Y,0,CNC,Atqasuk Edward Burnell Sr Memorial Airport,ATK,Atqasuk,United States,70.46730041503906,-157.43600463867188,Wainwright Airport,AIN,Wainwright,United States,70.6380004883,-159.994995117
7H,16726,ATK,6714,BRW,3571,Y,0,CNC,Atqasuk Edward Burnell Sr Memorial Airport,ATK,Atqasuk,United States,70.46730041503906,-157.43600463867188,Wiley Post Will Rogers Memorial Airport,BRW,Barrow,United States,71.285402,-156.766008
7H,16726,AUK,7199,EMK,7087,Y,0,CNA,Alakanuk Airport,AUK,Alakanuk,United States,62.6800422668,-164.65992736799998,Emmonak Airport,EMK,Emmonak,United States,62.78609848,-164.49099730000003
7H,16726,BET,3599,CYF,6960,Y,0,CNA,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974,Chefornak Airport,CYF,Chefornak,United States,60.1492004395,-164.285995483
7H,16726,BET,3599,EEK,7093,Y,0,CNA,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974,Eek Airport,EEK,Eek,United States,60.21367264,-162.0438843
7H,16726,BET,3599,HPB,6716,Y,0,CNA,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974,Hooper Bay Airport,HPB,Hooper Bay,United States,61.52389908,-166.1470032
7H,16726,BET,3599,KKH,7213,Y,0,CNA,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974,Kongiganak Airport,KKH,Kongiganak,United States,59.9608001709,-162.88099670399998
7H,16726,BET,3599,KLG,5964,Y,0,CNA CNC,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974,Kalskag Airport,KLG,Kalskag,United States,61.53630065917969,-160.34100341796875
7H,16726,BET,3599,KUK,7094,Y,0,CNA,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974,Kasigluk Airport,KUK,Kasigluk,United States,60.87440109,-162.5240021
7H,16726,BET,3599,KWK,7096,Y,0,CNA,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974,Kwigillingok Airport,KWK,Kwigillingok,United States,59.876499,-163.169005
7H,16726,BET,3599,KWN,7206,Y,0,CNA,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974,Quinhagak Airport,KWN,Quinhagak,United States,59.7551,-161.845
7H,16726,BET,3599,KWT,7095,Y,0,CNA,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974,Kwethluk Airport,KWT,Kwethluk,United States,60.790298461899994,-161.444000244
7H,16726,BET,3599,MLL,7097,Y,0,CNA,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974,Marshall Don Hunter Sr Airport,MLL,Marshall,United States,61.8642997742,-162.026000977
7H,16726,BET,3599,NME,8199,Y,0,CNA CNC,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974,Nightmute Airport,NME,Nightmute,United States,60.471000671386996,-164.70100402832
7H,16726,BET,3599,OOK,8200,Y,0,CNA CNC,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974,Toksook Bay Airport,OOK,Toksook Bay,United States,60.54140091,-165.0870056
7H,16726,BET,3599,VAK,5968,Y,0,CNA,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974,Chevak Airport,VAK,Chevak,United States,61.5409,-165.6005
7H,16726,BKC,7178,DRG,6755,Y,0,CNC,Buckland Airport,BKC,Buckland,United States,65.9815979004,-161.149002075,Deering Airport,DRG,Deering,United States,66.0696029663,-162.76600647
7H,16726,BKC,7178,OTZ,3693,Y,0,CNC,Buckland Airport,BKC,Buckland,United States,65.9815979004,-161.149002075,Ralph Wien Memorial Airport,OTZ,Kotzebue,United States,66.88469696,-162.598999
7H,16726,BRW,3571,AIN,7220,Y,0,BE1 CNC,Wiley Post Will Rogers Memorial Airport,BRW,Barrow,United States,71.285402,-156.766008,Wainwright Airport,AIN,Wainwright,United States,70.6380004883,-159.994995117
7H,16726,BRW,3571,ATK,6714,Y,0,CNC,Wiley Post Will Rogers Memorial Airport,BRW,Barrow,United States,71.285402,-156.766008,Atqasuk Edward Burnell Sr Memorial Airport,ATK,Atqasuk,United States,70.46730041503906,-157.43600463867188
7H,16726,BRW,3571,NUI,7092,Y,0,BE1,Wiley Post Will Rogers Memorial Airport,BRW,Barrow,United States,71.285402,-156.766008,Nuiqsut Airport,NUI,Nuiqsut,United States,70.2099990845,-151.00599670399998
7H,16726,BRW,3571,PIZ,3414,Y,0,CNC BE1,Wiley Post Will Rogers Memorial Airport,BRW,Barrow,United States,71.285402,-156.766008,Point Lay LRRS Airport,PIZ,Point Lay,United States,69.73290253,-163.00500490000005
7H,16726,BTI,3411,FYU,3420,Y,0,BE1,Barter Island LRRS Airport,BTI,Barter Island,United States,70.13400268550001,-143.582000732,Fort Yukon Airport,FYU,Fort Yukon,United States,66.57150268554689,-145.25
7H,16726,BTI,3411,SCC,3620,Y,0,BE1,Barter Island LRRS Airport,BTI,Barter Island,United States,70.13400268550001,-143.582000732,Deadhorse Airport,SCC,Deadhorse,United States,70.19470215,-148.46499630000002
7H,16726,CYF,6960,BET,3599,Y,0,CNA,Chefornak Airport,CYF,Chefornak,United States,60.1492004395,-164.285995483,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974
7H,16726,CYF,6960,KPN,7201,Y,0,CNA,Chefornak Airport,CYF,Chefornak,United States,60.1492004395,-164.285995483,Kipnuk Airport,KPN,Kipnuk,United States,59.9329986572,-164.031005859
7H,16726,DRG,6755,BKC,7178,Y,0,CNC,Deering Airport,DRG,Deering,United States,66.0696029663,-162.76600647,Buckland Airport,BKC,Buckland,United States,65.9815979004,-161.149002075
7H,16726,DRG,6755,OTZ,3693,Y,0,CNC,Deering Airport,DRG,Deering,United States,66.0696029663,-162.76600647,Ralph Wien Memorial Airport,OTZ,Kotzebue,United States,66.88469696,-162.598999
7H,16726,EEK,7093,KWN,7206,Y,0,CNA,Eek Airport,EEK,Eek,United States,60.21367264,-162.0438843,Quinhagak Airport,KWN,Quinhagak,United States,59.7551,-161.845
7H,16726,ELI,7184,KKA,7190,Y,0,PAG,Elim Airport,ELI,Elim,United States,64.61470032,-162.2720032,Koyuk Alfred Adams Airport,KKA,Koyuk,United States,64.9394989014,-161.154006958
7H,16726,ELI,7184,OME,3615,Y,0,PAG,Elim Airport,ELI,Elim,United States,64.61470032,-162.2720032,Nome Airport,OME,Nome,United States,64.51219940185547,-165.44500732421875
7H,16726,EMK,7087,AUK,7199,Y,0,CNA,Emmonak Airport,EMK,Emmonak,United States,62.78609848,-164.49099730000003,Alakanuk Airport,AUK,Alakanuk,United States,62.6800422668,-164.65992736799998
7H,16726,EMK,7087,KOT,7207,Y,0,CNA,Emmonak Airport,EMK,Emmonak,United States,62.78609848,-164.49099730000003,Kotlik Airport,KOT,Kotlik,United States,63.030601501499994,-163.533004761
7H,16726,FAI,3832,FYU,3420,Y,0,BE1,Fairbanks International Airport,FAI,Fairbanks,United States,64.81510162,-147.85600280000003,Fort Yukon Airport,FYU,Fort Yukon,United States,66.57150268554689,-145.25
7H,16726,FAI,3832,RBY,6722,Y,0,CNC,Fairbanks International Airport,FAI,Fairbanks,United States,64.81510162,-147.85600280000003,Ruby Airport,RBY,Ruby,United States,64.72720337,-155.47000119999996
7H,16726,FYU,3420,BTI,3411,Y,0,BE1,Fort Yukon Airport,FYU,Fort Yukon,United States,66.57150268554689,-145.25,Barter Island LRRS Airport,BTI,Barter Island,United States,70.13400268550001,-143.582000732
7H,16726,FYU,3420,FAI,3832,Y,0,BE1,Fort Yukon Airport,FYU,Fort Yukon,United States,66.57150268554689,-145.25,Fairbanks International Airport,FAI,Fairbanks,United States,64.81510162,-147.85600280000003
7H,16726,GAL,3764,HSL,7108,Y,0,CNC,Edward G. Pitka Sr Airport,GAL,Galena,United States,64.73619843,-156.93699650000005,Huslia Airport,HSL,Huslia,United States,65.69789886,-156.3509979
7H,16726,GAL,3764,KAL,6717,Y,0,CNC,Edward G. Pitka Sr Airport,GAL,Galena,United States,64.73619843,-156.93699650000005,Kaltag Airport,KAL,Kaltag,United States,64.31909943,-158.74099730000003
7H,16726,GAL,3764,NUL,7111,Y,0,CNC BE1,Edward G. Pitka Sr Airport,GAL,Galena,United States,64.73619843,-156.93699650000005,Nulato Airport,NUL,Nulato,United States,64.729301,-158.074005
7H,16726,GAL,3764,RBY,6722,Y,0,CNC,Edward G. Pitka Sr Airport,GAL,Galena,United States,64.73619843,-156.93699650000005,Ruby Airport,RBY,Ruby,United States,64.72720337,-155.47000119999996
7H,16726,GAM,6715,OME,3615,Y,0,BE1,Gambell Airport,GAM,Gambell,United States,63.76679992675781,-171.73300170898438,Nome Airport,OME,Nome,United States,64.51219940185547,-165.44500732421875
7H,16726,GAM,6715,SVA,6724,Y,0,BE1,Gambell Airport,GAM,Gambell,United States,63.76679992675781,-171.73300170898438,Savoonga Airport,SVA,Savoonga,United States,63.6864013671875,-170.4929962158203
7H,16726,GLV,7185,OME,3615,Y,0,PAG,Golovin Airport,GLV,Golovin,United States,64.5504989624,-163.007003784,Nome Airport,OME,Nome,United States,64.51219940185547,-165.44500732421875
7H,16726,GLV,7185,WMO,7188,Y,0,PAG,Golovin Airport,GLV,Golovin,United States,64.5504989624,-163.007003784,White Mountain Airport,WMO,White Mountain,United States,64.689201355,-163.412994385
7H,16726,HCR,5962,ANI,5967,Y,0,CNC,Holy Cross Airport,HCR,Holy Cross,United States,62.18830108642578,-159.77499389648438,Aniak Airport,ANI,Aniak,United States,61.58160018920898,-159.54299926757812
7H,16726,HCR,5962,ANV,6713,Y,0,CNC,Holy Cross Airport,HCR,Holy Cross,United States,62.18830108642578,-159.77499389648438,Anvik Airport,ANV,Anvik,United States,62.64670200000001,-160.190994
7H,16726,HPB,6716,SCM,7209,Y,0,CNA,Hooper Bay Airport,HPB,Hooper Bay,United States,61.52389908,-166.1470032,Scammon Bay Airport,SCM,Scammon Bay,United States,61.84529876710001,-165.570999146
7H,16726,HPB,6716,VAK,5968,Y,0,CNA,Hooper Bay Airport,HPB,Hooper Bay,United States,61.52389908,-166.1470032,Chevak Airport,VAK,Chevak,United States,61.5409,-165.6005
7H,16726,HSL,7108,GAL,3764,Y,0,CNC,Huslia Airport,HSL,Huslia,United States,65.69789886,-156.3509979,Edward G. Pitka Sr Airport,GAL,Galena,United States,64.73619843,-156.93699650000005
7H,16726,HSL,7108,KYU,7208,Y,0,CNC,Huslia Airport,HSL,Huslia,United States,65.69789886,-156.3509979,Koyukuk Airport,KYU,Koyukuk,United States,64.8760986328,-157.727005005
7H,16726,IAN,7179,ORV,7181,Y,0,CNC,Bob Baker Memorial Airport,IAN,Kiana,United States,66.9759979248,-160.43699646,Robert (Bob) Curtis Memorial Airport,ORV,Noorvik,United States,66.81790161,-161.01899719999997
7H,16726,IAN,7179,OTZ,3693,Y,0,CNC,Bob Baker Memorial Airport,IAN,Kiana,United States,66.9759979248,-160.43699646,Ralph Wien Memorial Airport,OTZ,Kotzebue,United States,66.88469696,-162.598999
7H,16726,KAL,6717,GAL,3764,Y,0,CNC BE1,Kaltag Airport,KAL,Kaltag,United States,64.31909943,-158.74099730000003,Edward G. Pitka Sr Airport,GAL,Galena,United States,64.73619843,-156.93699650000005
7H,16726,KAL,6717,NUL,7111,Y,0,CNC,Kaltag Airport,KAL,Kaltag,United States,64.31909943,-158.74099730000003,Nulato Airport,NUL,Nulato,United States,64.729301,-158.074005
7H,16726,KKA,7190,ELI,7184,Y,0,PAG,Koyuk Alfred Adams Airport,KKA,Koyuk,United States,64.9394989014,-161.154006958,Elim Airport,ELI,Elim,United States,64.61470032,-162.2720032
7H,16726,KKA,7190,SKK,7192,Y,0,PAG,Koyuk Alfred Adams Airport,KKA,Koyuk,United States,64.9394989014,-161.154006958,Shaktoolik Airport,SKK,Shaktoolik,United States,64.37110138,-161.223999
7H,16726,KKA,7190,UNK,7088,Y,0,CNC,Koyuk Alfred Adams Airport,KKA,Koyuk,United States,64.9394989014,-161.154006958,Unalakleet Airport,UNK,Unalakleet,United States,63.88840103,-160.798996
7H,16726,KKH,7213,BET,3599,Y,0,CNA,Kongiganak Airport,KKH,Kongiganak,United States,59.9608001709,-162.88099670399998,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974
7H,16726,KKH,7213,KWK,7096,Y,0,CNA,Kongiganak Airport,KKH,Kongiganak,United States,59.9608001709,-162.88099670399998,Kwigillingok Airport,KWK,Kwigillingok,United States,59.876499,-163.169005
7H,16726,KLG,5964,ANI,5967,Y,0,CNA CNC,Kalskag Airport,KLG,Kalskag,United States,61.53630065917969,-160.34100341796875,Aniak Airport,ANI,Aniak,United States,61.58160018920898,-159.54299926757812
7H,16726,KLG,5964,BET,3599,Y,0,CNA CNC,Kalskag Airport,KLG,Kalskag,United States,61.53630065917969,-160.34100341796875,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974
7H,16726,KLG,5964,RSH,7098,Y,0,CNA,Kalskag Airport,KLG,Kalskag,United States,61.53630065917969,-160.34100341796875,Russian Mission Airport,RSH,Russian Mission,United States,61.7788848877,-161.319458008
7H,16726,KOT,7207,EMK,7087,Y,0,CNA,Kotlik Airport,KOT,Kotlik,United States,63.030601501499994,-163.533004761,Emmonak Airport,EMK,Emmonak,United States,62.78609848,-164.49099730000003
7H,16726,KOT,7207,KSM,6718,Y,0,CNA,Kotlik Airport,KOT,Kotlik,United States,63.030601501499994,-163.533004761,St Mary's Airport,KSM,St Mary's,United States,62.0605011,-163.30200200000004
7H,16726,KPN,7201,BET,3599,Y,0,CNA,Kipnuk Airport,KPN,Kipnuk,United States,59.9329986572,-164.031005859,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974
7H,16726,KPN,7201,CYF,6960,Y,0,CNA,Kipnuk Airport,KPN,Kipnuk,United States,59.9329986572,-164.031005859,Chefornak Airport,CYF,Chefornak,United States,60.1492004395,-164.285995483
7H,16726,KSM,6718,KOT,7207,Y,0,CNA,St Mary's Airport,KSM,St Mary's,United States,62.0605011,-163.30200200000004,Kotlik Airport,KOT,Kotlik,United States,63.030601501499994,-163.533004761
7H,16726,KSM,6718,MOU,5966,Y,0,CNA,St Mary's Airport,KSM,St Mary's,United States,62.0605011,-163.30200200000004,Mountain Village Airport,MOU,Mountain Village,United States,62.09540176391602,-163.6820068359375
7H,16726,KTS,7183,TLA,7186,Y,0,PAG,Brevig Mission Airport,KTS,Brevig Mission,United States,65.3312988281,-166.46600341799999,Teller Airport,TLA,Teller,United States,65.2404022217,-166.339004517
7H,16726,KTS,7183,WAA,7187,Y,0,PAG,Brevig Mission Airport,KTS,Brevig Mission,United States,65.3312988281,-166.46600341799999,Wales Airport,WAA,Wales,United States,65.62259300000001,-168.095
7H,16726,KVL,6719,OTZ,3693,Y,0,CNC,Kivalina Airport,KVL,Kivalina,United States,67.73619842529297,-164.56300354003906,Ralph Wien Memorial Airport,OTZ,Kotzebue,United States,66.88469696,-162.598999
7H,16726,KWK,7096,BET,3599,Y,0,CNA,Kwigillingok Airport,KWK,Kwigillingok,United States,59.876499,-163.169005,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974
7H,16726,KWK,7096,KKH,7213,Y,0,CNA,Kwigillingok Airport,KWK,Kwigillingok,United States,59.876499,-163.169005,Kongiganak Airport,KKH,Kongiganak,United States,59.9608001709,-162.88099670399998
7H,16726,KWK,7096,KPN,7201,Y,0,CNA,Kwigillingok Airport,KWK,Kwigillingok,United States,59.876499,-163.169005,Kipnuk Airport,KPN,Kipnuk,United States,59.9329986572,-164.031005859
7H,16726,KWN,7206,BET,3599,Y,0,CNA,Quinhagak Airport,KWN,Quinhagak,United States,59.7551,-161.845,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974
7H,16726,KWN,7206,TOG,6767,Y,0,CNA,Quinhagak Airport,KWN,Quinhagak,United States,59.7551,-161.845,Togiak Airport,TOG,Togiak Village,United States,59.05279922485352,-160.39700317382812
7H,16726,KWT,7095,BET,3599,Y,0,CNA,Kwethluk Airport,KWT,Kwethluk,United States,60.790298461899994,-161.444000244,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974
7H,16726,KYU,7208,GAL,3764,Y,0,CNC,Koyukuk Airport,KYU,Koyukuk,United States,64.8760986328,-157.727005005,Edward G. Pitka Sr Airport,GAL,Galena,United States,64.73619843,-156.93699650000005
7H,16726,MLL,7097,RSH,7098,Y,0,CNA,Marshall Don Hunter Sr Airport,MLL,Marshall,United States,61.8642997742,-162.026000977,Russian Mission Airport,RSH,Russian Mission,United States,61.7788848877,-161.319458008
7H,16726,MOU,5966,KSM,6718,Y,0,CNA,Mountain Village Airport,MOU,Mountain Village,United States,62.09540176391602,-163.6820068359375,St Mary's Airport,KSM,St Mary's,United States,62.0605011,-163.30200200000004
7H,16726,MYU,6720,BET,3599,Y,0,CNA CNC,Mekoryuk Airport,MYU,Mekoryuk,United States,60.37139892578125,-166.27099609375,Bethel Airport,BET,Bethel,United States,60.77980042,-161.8379974
7H,16726,NME,8199,OOK,8200,Y,0,CNA,Nightmute Airport,NME,Nightmute,United States,60.471000671386996,-164.70100402832,Toksook Bay Airport,OOK,Toksook Bay,United States,60.54140091,-165.0870056
